team,player,shot,airtime,arm_raised,jumping_point,jump_length,jump_angle, comment
P14,1,p52,0.480,1,46.4,234.9,-14
P14,2,p52,0.520,0,25.8,198.0,-22
P14,3,p52,0.480,2,14.8,251.5,-22
P14,4,p52,0.360,2,14.8,179.7,-31
P14,1,p61,0.480,0,43.1,225.9,-17
P14,2,p61,0.560,1,33.1,184.5,-28
P14,3,p61,0.440,2,17.9,229.0,-23
P14,4,p61,0.400,2,17.9,200.5,-28
P14,1,p62,0.560,2,49.5,240.2,-17
P14,2,p62,0.600,0,57.2,193.8,-29
P14,3,p62,0.400,0,14.4,218.5,-24
P14,4,p62,0.360,2,11.0,187.4,-28



PA,1,f1,0.640,0,-,-,-
PA,2,f1,0.480,0,-,-,-
PA,3,f1,0.520,0,-,-,-
PA,4,f1,0.440,0,-,-,-
PA,1,f2,0.640,0,-,-,-
PA,2,f2,0.480,0,-,-,-
PA,3,f2,0.520,0,-,-,-
PA,4,f2,0.520,0,-,-,-
PA,1,f3,0.560,0,-,-,-
PA,2,f3,0.480,0,-,-,-
PA,3,f3,0.520,0,-,-,-
PA,4,f3,0.560,0,-,-,-
PA,1,f4,0.600,0,-,-,-
PA,2,f4,0.480,0,-,-,-
PA,3,f4,0.520,0,-,-,-
PA,1,p11,0.640,0,27.1,252.9,-19
PA,2,p11,0.520,1,13.1,192.6,-2
PA,3,p11,0.560,1,14.9,227.4,-19
PA,4,p11,0.560,2,13.4,235.6,-20
PA,1,p12,0.680,1,22.5,260.1,-14
PA,3,p12,0.480,1,15.2,216.2,-5
PA,4,p12,0.520,0,6.5,213.5,-19
PA,5,p12,0.600,2,6.1,222.7,-5
PA,1,p21,0.640,1,32.8,259.8,-14
PA,2,p21,0.520,2,15.9,192.1,-4
PA,3,p21,0.520,0,5.9,199.5,-12
PA,4,p21,0.560,2,11.5,211.2,-20
PA,1,p22,0.600,1,30.5,250.4,-17
PA,2,p22,0.480,1,18.2,216.7,-5
PA,3,p22,0.520,0,-,216.7,-5
PA,4,p22,0.520,2,13.3,190.1,-19, perfekt avsats men 13... 
PA,1,p31,0.680,1,31.5,261.8,-17
PA,2,p31,0.560,1,14.8,188.8,-5
PA,3,p31,0.520,2,22.5,219.3,-12
PA,4,p31,0.520,2,6.9,197.9,-16
PA,1,p32,0.680,1,15.4,244.7,-17
PA,2,p32,0.520,1,20.2,195.1,8
PA,3,p32,0.520,2,14.5,210.1,-12
PA,4,p32,0.480,2,12.9,188.0,-16
PA,1,p41,0.640,1,16.0,262.1,-11
PA,2,p41,0.480,0,-
PA,3,p41,0.560,0,-,,-
PA,4,p41,0.520,0,-,-,-
PA,1,p42,0.680,0,25.3,288.8,-16
PA,2,p42,0.520,
PA,3,p42,0.560,0,-,-,-
PA,4,p42,0.520,0,-,-,-
PA,1,p51,0.680,0,-,-,-
PA,2,p51,0.520,1,8.1,204.3,-2
PA,3,p51,0.560,1,12.7,248.9,-18
PA,4,p51,0.480,0,-,248.9,-18
PA,1,p52,0.680,0,-,-,-
PA,2,p52,0.520,0,-,-,-
PA,3,p52,0.560,0,-,-,-
PA,4,p52,0.480,0,-,-,-
PA,1,p61,0.640,0,-,-,-
PA,2,p61,0.480,0,-,-,-
PA,3,p61,0.520,0,-,-,-
PA,4,p61,0.520,0,-,-,-
PA,1,p62,0.680,0,-,-,-
PA,2,p62,0.480,0,-,-,-
PA,3,p62,0.560,0,-,-,-
PA,4,p62,0.440,0,-,-,-
